test-rmse-mean,test-rmse-std,train-rmse-mean,train-rmse-std
0.3700458,0.00102898812432,0.3671682,0.000211242419982
0.3700287,0.00102309315803,0.367145,0.00021425078763
0.3700094,0.00102012873697,0.3671186,0.000216491662657
0.3699917,0.00101775134979,0.3670949,0.000217035227555
0.3699756,0.00101821325861,0.3670689,0.000219519680211
0.3699548,0.00101932446257,0.3670401,0.000213052786886
0.3699393,0.00101881019331,0.3670159,0.000214298600089
0.3699223,0.00101694346451,0.3669916,0.00021519535311
0.3699043,0.00101825753619,0.3669684,0.0002162143381
0.3698888,0.00101841021205,0.3669447,0.000215677096605
0.3698733,0.00102004186679,0.3669223,0.000214766407988
0.3698602,0.00102135555024,0.366901,0.000212037732491
0.3698428,0.00102045546694,0.3668762,0.000214365948789
0.3698259,0.00101585150982,0.3668525,0.000216879805422
0.3698088,0.00101447984702,0.3668272,0.000217451051963
0.3697906,0.00101420591598,0.3668022,0.000222236720638
0.369777,0.00101884454163,0.3667818,0.00021297502201
0.3697625,0.00102052694722,0.3667589,0.000212291521263
0.369746,0.00101686459276,0.3667363,0.000215844874852
0.3697333,0.00101438888499,0.3667169,0.000215500556844
0.3697199,0.00101520790482,0.366698,0.000217024422589
0.3697035,0.00102366139421,0.3666742,0.000209876058663
0.3696854,0.00102171260147,0.3666483,0.000208544503644
0.3696663,0.00102104456808,0.36662,0.000214621527345
0.3696494,0.00102520165821,0.366598,0.000215655280483
0.3696361,0.00102626745539,0.3665775,0.000213658723201
0.3696204,0.00102459877025,0.3665553,0.000214664412514
0.3696057,0.00102455649429,0.3665323,0.000215801320663
0.3695931,0.00102553405112,0.3665135,0.000215848210555
0.3695741,0.0010292384029,0.3664893,0.000215290524641
0.3695631,0.001029798859,0.3664689,0.000212317898445
0.369547,0.00102744031457,0.366447,0.000213180674546
0.3695361,0.00103079973322,0.3664295,0.00021166683727
0.3695235,0.00103074606475,0.3664109,0.000212638872269
0.3695052,0.00103320334881,0.3663843,0.000212086798269
0.3694935,0.0010324866343,0.3663657,0.000212670660882
0.3694798,0.0010299877475,0.3663438,0.000212541196007
0.3694628,0.00103010686824,0.3663197,0.000212068408774
0.3694481,0.00103139094916,0.3662967,0.000213991144677
0.3694327,0.00103171072011,0.3662755,0.000213772425724
0.369417,0.00102864989185,0.3662522,0.000216753223736
0.3694024,0.00102948425923,0.3662329,0.000214923451489
0.3693846,0.00102996623246,0.3662112,0.00021052068782
0.3693693,0.00103418364423,0.3661882,0.00020833665064
0.369358,0.00103565042365,0.3661695,0.000209917245599
0.3693429,0.00103413272359,0.3661484,0.000206142766063
0.3693283,0.00103535868664,0.3661275,0.000206494673055
0.3693107,0.00103563082708,0.3661036,0.000206942117511
0.3692961,0.00103602021698,0.3660815,0.000206788418438
0.3692832,0.00103482866215,0.3660614,0.000204779491161
0.3692682,0.00103266788466,0.3660397,0.000209388180182
0.3692538,0.00103338480732,0.3660198,0.000209408118276
0.3692361,0.00103213559671,0.3659936,0.000212237225764
0.3692187,0.00103003048984,0.3659713,0.000211084367019
0.3692033,0.00103304327596,0.36595,0.000210773337972
0.3691901,0.00103650156295,0.3659298,0.000204077828291
0.369179,0.00103718445804,0.3659129,0.000202908082638
0.3691615,0.00103679460357,0.3658886,0.000203394788527
0.3691469,0.00103601075767,0.3658677,0.000204452953023
0.3691356,0.00103545267395,0.3658516,0.000203883398049
0.3691226,0.00103167952388,0.3658329,0.000206997801921
0.3691097,0.00103806435735,0.3658131,0.000205182089862
0.3690938,0.00104027782827,0.3657901,0.000204273566572
0.369079,0.00104161307595,0.3657684,0.000204012352567
0.3690598,0.00104238244421,0.3657429,0.000203946782274
0.3690448,0.00104345941943,0.3657227,0.000205692999395
0.3690322,0.001041944797,0.3657047,0.000204071580579
0.3690197,0.00104043385662,0.3656865,0.000206739570475
0.3690038,0.00104421384783,0.3656636,0.000208522996334
0.368988,0.00104467114443,0.365642,0.000209580533447
0.3689768,0.00104556461302,0.3656249,0.000210283831999
0.3689641,0.00104563095306,0.3656073,0.000210597269688
0.3689534,0.00104505188388,0.3655892,0.000206209990059
0.3689381,0.00104505095091,0.3655692,0.000209630055097
0.3689178,0.00104780062989,0.3655436,0.000208479831159
0.3689041,0.0010478714091,0.365524,0.000208306985001
0.3688942,0.0010464957525,0.3655085,0.000209030260967
0.3688817,0.00104530464937,0.3654898,0.00020696994951
0.3688678,0.0010434775321,0.3654698,0.000208819443539
0.3688564,0.00104491724074,0.3654519,0.000208639138227
0.3688449,0.00104283598423,0.3654333,0.000211698866317
0.3688301,0.00104410712573,0.3654135,0.000211146039508
0.3688171,0.00104392877631,0.3653936,0.000212019433072
0.3688054,0.00104528696538,0.3653762,0.000212433424865
0.3687883,0.00104604025257,0.3653538,0.000211910735924
0.3687766,0.00104370170068,0.3653351,0.00021435412289
0.3687622,0.00104501902375,0.365313,0.000214803631254
0.3687506,0.00104601158693,0.365294,0.000215156222313
0.3687361,0.00105344695642,0.3652725,0.000212096322458
0.3687227,0.0010515907046,0.3652519,0.00021630046232
0.3687118,0.00105474753377,0.3652353,0.00021360152153
0.3686998,0.00105381172892,0.3652178,0.000216664625631
0.3686875,0.00105524075452,0.3652011,0.000218731547793
0.3686771,0.00105379537387,0.365183,0.000217134520517
0.3686655,0.00105358836839,0.3651654,0.000217121256444
0.3686464,0.00105504873821,0.3651419,0.000219188252422
0.3686367,0.00105734384663,0.3651265,0.000214034693449
0.3686269,0.00105594890501,0.3651113,0.000216609348829
0.3686151,0.00105573589974,0.3650923,0.000219431561085
0.3686011,0.0010537210684,0.3650716,0.00021861253395
0.3685888,0.00105603094652,0.3650554,0.000215079613167
0.3685758,0.00105537451173,0.3650359,0.000217464686788
0.36856,0.00105403652688,0.3650106,0.000220075078098
0.3685439,0.00105656920739,0.3649885,0.000221986148217
0.3685325,0.0010555705803,0.3649718,0.000224644519185
0.3685199,0.00105801176269,0.3649537,0.000224722072792
0.3685059,0.00105392850327,0.3649324,0.000225093847095
0.368495,0.00105510748268,0.3649153,0.000223925456347
0.368485,0.00105470583577,0.3649003,0.000226247674021
0.3684689,0.00105644937882,0.3648747,0.000221230671472
0.3684569,0.00105887850578,0.3648564,0.000218018898263
0.3684481,0.00106158282296,0.3648453,0.00021716816065
0.3684377,0.00106174856251,0.3648266,0.000218436810085
0.368425,0.00106090225751,0.3648095,0.000222284164978
0.3684104,0.00106550647112,0.3647885,0.000219614321027
0.3683934,0.00106674347432,0.3647647,0.000222769409929
0.3683781,0.00106782764995,0.3647428,0.000219459244508
0.3683679,0.00106978656282,0.3647269,0.00021940804452
0.3683567,0.00106772862189,0.3647092,0.000219610473339
0.3683447,0.00106478758915,0.3646923,0.000222244932451
0.3683295,0.00106508800106,0.3646725,0.000224812922226
0.3683179,0.00106995882631,0.3646544,0.000225091181524
0.3682993,0.00106838401804,0.3646285,0.00022274121756
0.3682864,0.00106817790653,0.3646089,0.000220163325738
0.3682747,0.00106427572085,0.3645911,0.000227939663069
0.3682596,0.00106672228813,0.3645706,0.000232016464933
0.3682478,0.00106658715537,0.3645532,0.000233404712892
0.3682361,0.00107000434111,0.3645351,0.000228276345687
0.3682205,0.00106863438556,0.3645139,0.000227396328027
0.3682095,0.00107218303008,0.3644959,0.000222459636788
0.368196,0.00106988728378,0.3644745,0.000227889117774
0.3681853,0.00106979849037,0.364456,0.00023389869602
0.3681723,0.00106983204757,0.3644387,0.000232119818197
0.3681619,0.00107082075531,0.3644234,0.000228839332284
0.3681465,0.00107254046544,0.3644022,0.000228636742454
0.3681297,0.00106924095039,0.3643773,0.000226361679619
0.3681178,0.00106951501158,0.3643587,0.000228862425924
0.368104,0.00106900570625,0.3643385,0.00023189879258
0.368093,0.0010707337671,0.3643218,0.00022922469326
0.3680838,0.00107029330559,0.3643065,0.000228785598323
0.3680707,0.00107424075979,0.3642867,0.000223575065694
0.3680562,0.00107721249529,0.364269,0.000220784057395
0.3680469,0.00107465514934,0.3642539,0.000222488853653
0.3680351,0.00107481090895,0.3642347,0.000221607784159
0.3680233,0.00107152620593,0.3642174,0.000224898732767
0.3680131,0.00107233935394,0.3642013,0.000227310382517
0.3680034,0.00107368675134,0.3641864,0.000226936643141
0.3679912,0.00107155361975,0.3641682,0.000227410993578
0.3679782,0.00106883813555,0.364149,0.000228873327411
0.3679652,0.00106590823245,0.3641316,0.000228128998595
0.3679509,0.00106773418509,0.3641117,0.000224378720025
0.367937,0.00106802799589,0.3640917,0.000229624933315
0.3679284,0.00106834172436,0.3640784,0.000229262382435
0.3679159,0.00106727423374,0.3640609,0.000230582935188
0.3679069,0.00106917935352,0.3640451,0.000231367002833
0.3678972,0.00107037103847,0.3640291,0.000230879817221
0.3678829,0.00107193343543,0.3640073,0.000235162518272
0.3678671,0.00106890041164,0.3639854,0.00023805259923
0.3678589,0.00106627355308,0.3639715,0.000236055607855
0.3678479,0.00106682955058,0.3639549,0.000234476629966
0.367835,0.00107091148094,0.3639359,0.000233104461562
0.3678236,0.00107029913576,0.3639174,0.000237527345794
0.3678108,0.00107178587414,0.363899,0.000235677746086
0.3678026,0.00107089842656,0.3638853,0.000237493178849
0.3677914,0.00106745493582,0.3638691,0.000241022177403
0.3677792,0.00106721326828,0.3638507,0.000238722872804
0.367768,0.00106755524447,0.363832,0.000242126000256
0.3677545,0.00106893594289,0.3638123,0.000238719521615
0.367744,0.00106775624559,0.363793,0.000243420212801
0.3677288,0.00106619696117,0.3637735,0.000245775609042
0.3677184,0.00106979747616,0.3637584,0.000245544782066
0.3677082,0.00107149986468,0.363742,0.000246184889869
0.3676964,0.00107115985735,0.363725,0.000248777008584
0.3676841,0.00107239232093,0.3637075,0.000247365822215
0.3676693,0.00107583279835,0.3636864,0.000245642097369
0.3676543,0.00107141766366,0.3636655,0.000243679810407
0.367646,0.0010723685001,0.3636521,0.000242861050809
0.3676336,0.00107321108828,0.363635,0.000244823609973
0.3676201,0.00107700078459,0.363617,0.000242133847283
0.3676104,0.00107694542109,0.3636003,0.000245598065953
0.3675987,0.00107772863468,0.3635839,0.000241188909364
0.3675852,0.00107638067616,0.3635638,0.000246858988088
0.3675711,0.00107775530154,0.3635446,0.000249380913464
0.3675634,0.00107702629494,0.3635321,0.000248996566241
0.3675541,0.00107612466285,0.3635186,0.000249511202153
0.3675396,0.00107356743617,0.3634974,0.000250938319114
0.3675265,0.00107659428291,0.3634794,0.000248715580533
0.3675144,0.00107921195323,0.3634626,0.000246437902929
0.3675062,0.00107810359428,0.363447,0.000249434560556
0.3674929,0.00107780364167,0.3634249,0.00024785053964
0.3674817,0.00107651948891,0.3634104,0.000246307206553
0.3674685,0.0010722538179,0.3633898,0.000250716094418
0.367455,0.00107570376963,0.3633704,0.000248876756649
0.3674438,0.00107602005558,0.3633532,0.00025352112338
0.367428,0.00107548500687,0.3633312,0.000255917486702
0.3674191,0.00107741583894,0.3633178,0.000255105389986
